framenum	queue density		dynamic density
1087		0.881939		0.0137851
1088		0.881822		0.0159584
1089		0.882185		0.0188028
1090		0.882232		0.0232314
1091		0.882618		0.0200748
1092		0.882509		0.0212454
1093		0.882551		0.0130399
1094		0.882696		0.0160989
1095		0.882973		0.0139451
1096		0.882848		0.00735492
1097		0.88286		0.0140816
1098		0.883074		0.0205353
1099		0.883234		0.0103515
1100		0.883691		0.0141753
1101		0.883656		0.0146942
1102		0.883297		0.0060244
1103		0.883129		0.0166647
1104		0.882883		0.0154746
1105		0.883226		0.00765146
1106		0.882985		0.0165554
1107		0.883109		0.0149166
1108		0.883203		0.011167
1109		0.883168		0.0113465
1110		0.88325		0.0257481
1111		0.879762		0.0119357
1112		0.879371		0.0148854
1113		0.879586		0.0187209
1114		0.879539		0.0145148
1115		0.879676		0.0165203
1116		0.880355		0.0151859
1117		0.880292		0.0161223
1118		0.880718		0.0216161
1119		0.880659		0.0209449
1120		0.880737		0.019552
1121		0.881237		0.0184166
1122		0.881849		0.0186468
1123		0.881798		0.0237777
1124		0.881638		0.0245268
1125		0.880819		0.0255881
1126		0.879567		0.0257949
1127		0.879048		0.0330601
1128		0.878934		0.0418157
1129		0.878482		0.0466696
1130		0.878154		0.0508563
1131		0.877881		0.0544888
1132		0.879075		0.0571148
1133		0.878966		0.0559364
1134		0.876874		0.0616955
1135		0.879297		0.154769
1136		0.877686		0.0551951
1137		0.878224		0.0506963
1138		0.878689		0.0479845
1139		0.879403		0.0476138
1140		0.878927		0.048562
1141		0.879461		0.0469739
1142		0.87961		0.0389362
1143		0.878685		0.0400482
1144		0.879052		0.0398765
1145		0.879625		0.036322
1146		0.879933		0.0379139
1147		0.878759		0.0421435
1148		0.879641		0.037512
1149		0.880975		0.0347457
1150		0.880359		0.0402901
1151		0.880714		0.0426507
1152		0.881732		0.0446055
1153		0.882407		0.0390884
1154		0.882473		0.03839
1155		0.881841		0.0398453
1156		0.881638		0.0463184
1157		0.880854		0.0339185
1158		0.875466		0.0469974
1159		0.873218		0.0493814
1160		0.872196		0.0847591
1161		0.860007		0.0528189
1162		0.860807		0.0516912
1163		0.860662		0.0337624
1164		0.859004		0.0361815
1165		0.862044		0.0454522
1166		0.862828		0.0393732
1167		0.8641		0.0333371
1168		0.867014		0.0448865
1169		0.867744		0.0302118
1170		0.872832		0.027223
1171		0.872918		0.0419445
1172		0.875536		0.0322563
1173		0.875154		0.0288929
1174		0.875532		0.0279955
1175		0.876082		0.0279877
1176		0.876207		0.0193725
1177		0.876519		0.0266104
1178		0.876913		0.0250184
1179		0.877218		0.0207616
1180		0.877834		0.0201997
1181		0.877947		0.0196573
1182		0.878068		0.0195676
1183		0.87822		0.0182488
1184		0.87943		0.0195871
1185		0.879223		0.0668264
1186		0.880444		0.0311794
1187		0.881533		0.0221896
1188		0.881287		0.0226773
1189		0.881276		0.026665
1190		0.881194		0.0175152
1191		0.881338		0.017765
1192		0.881205		0.0165671
1193		0.882173		0.0174762
1194		0.882267		0.0159116
1195		0.882848		0.0187833
1196		0.882961		0.0147098
1197		0.883769		0.0117679
1198		0.883878		0.0169612
1199		0.883788		0.0108783
1200		0.883894		0.00886882
1201		0.883886		0.00992231
1202		0.883956		0.0070896
1203		0.8838		0.00713252
1204		0.884073		0.00757342
1205		0.883781		0.00801823
1206		0.883703		0.00779192
1207		0.883757		0.00776851
1208		0.883964		0.00739394
1209		0.883983		0.00746807
1210		0.883956		0.135139
1211		0.883851		0.00680476
1212		0.883788		0.00507236
1213		0.883461		0.00870105
1214		0.884307		0.00756172
1215		0.884522		0.00592686
1216		0.884206		0.00620389
1217		0.884705		0.00662138
1218		0.884323		0.00399936
1219		0.884159		0.012201
1220		0.884186		0.00384329
1221		0.883847		0.00517771
1222		0.884132		0.00304732
1223		0.883964		0.00358577
1224		0.884026		0.00962968
1225		0.884081		0.00592295
1226		0.884003		0.013153
1227		0.883964		0.0175738
1228		0.883582		0.0114947
1229		0.883808		0.0205353
1230		0.884272		0.0222794
1231		0.884112		0.0241405
1232		0.884038		0.0194662
1233		0.883663		0.0298723
1234		0.883796		0.0315384
1235		0.88366		0.0723123
1236		0.88231		0.0176167
1237		0.882349		0.0183619
1238		0.881603		0.0197744
1239		0.881564		0.0138866
1240		0.881264		0.0283896
1241		0.880796		0.0223886
1242		0.881026		0.0233368
1243		0.88103		0.0292909
1244		0.881627		0.0163915
1245		0.881486		0.0241522
1246		0.881986		0.0222599
1247		0.882146		0.0178313
1248		0.881884		0.0148074
1249		0.881408		0.0173241
1250		0.881205		0.0220765
1251		0.881381		0.0186273
1252		0.881108		0.0128448
1253		0.88124		0.0182605
1254		0.880757		0.0219867
1255		0.880507		0.0171368
1256		0.880616		0.0178274
1257		0.879251		0.0232782
1258		0.878529		0.0137071
1259		0.878373		0.0167154
1260		0.878618		0.0525926
1261		0.872223		0.0282023
1262		0.873289		0.0140465
1263		0.873679		0.0143197
1264		0.873491		0.0128214
1265		0.873593		0.0138866
1266		0.87428		0.0123219
1267		0.874545		0.00884541
1268		0.873897		0.0170939
1269		0.874116		0.0132662
1270		0.874444		0.0148815
1271		0.873866		0.01542
1272		0.875025		0.0157438
1273		0.872457		0.0163681
1274		0.873667		0.0129462
1275		0.873808		0.020188
1276		0.874568		0.0257793
1277		0.875337		0.0246087
1278		0.875794		0.0284325
1279		0.876242		0.0247063
1280		0.876984		0.0242186
1281		0.876445		0.0250731
1282		0.877487		0.0203753
1283		0.87767		0.0183658
1284		0.877245		0.015338
1285		0.87712		0.132697
1286		0.879044		0.0245151
1287		0.87856		0.0212181
1288		0.879075		0.0130594
1289		0.87881		0.0108353
1290		0.877873		0.0119239
1291		0.877811		0.0211244
1292		0.877838		0.0110265
1293		0.87767		0.0173319
1294		0.877737		0.0325528
1295		0.878209		0.0313472
1296		0.877877		0.0355728
1297		0.877011		0.0296148
1298		0.87666		0.0279136
1299		0.877202		0.0255296
1300		0.878576		0.022295
1301		0.878884		0.0160482
1302		0.878513		0.011327
1303		0.878919		0.00997304
1304		0.878657		0.00868934
1305		0.878513		0.00807285
1306		0.879009		0.00842012
1307		0.879208		0.00995353
1308		0.879375		0.0100433
1309		0.87991		0.00970381
1310		0.879715		0.0319364
1311		0.874845		0.0244254
1312		0.875263		0.0217643
1313		0.875407		0.0250379
1314		0.875559		0.024359
1315		0.875517		0.0192516
1316		0.875567		0.0207186
1317		0.873624		0.0146942
1318		0.875087		0.0111124
1319		0.876227		0.00409691
1320		0.876535		0.00612585
1321		0.874205		0.00669551
1322		0.872855		0.00583321
1323		0.871143		0.0081665
1324		0.871065		0.0055874
1325		0.871244		0.0103164
1326		0.871373		0.00583711
1327		0.869039		0.00524404
1328		0.868782		0.00499042
1329		0.86861		0.00161535
1330		0.869313		0.0032229
1331		0.87076		0.00137734
1332		0.870553		0.00394473
1333		0.869328		0.00317998
1334		0.868454		0.00138514
1335		0.869625		0.0014983
1336		0.862282		0.00385499
1337		0.860779		0.000273127
1338		0.861431		0.000327752
1339		0.861493		0.00130711
1340		0.861837		0.000643799
1341		0.861193		0.00180654
1342		0.861119		0.00118615
1343		0.861829		0.000909123
1344		0.862266		0.00132272
1345		0.862703		0.00142416
1346		0.862442		0.000612585
1347		0.863027		0.000756952
1348		0.864069		0.00025752
1349		0.863768		0.000284832
1350		0.863823		0.000534549
1351		0.863347		0.000448709
1352		0.863452		0.000690621
1353		0.864092		0.000339458
1354		0.863358		0
1355		0.863581		0.000850596
1356		0.864092		0.000499432
1357		0.86522		0.000316047
1358		0.865774		5.46254e-05
1359		0.865809		0
1360		0.867506		0.0171368
1361		0.86792		0.000483825
1362		0.868388		0.000643799
1363		0.86872		0.000772559
1364		0.868747		0.000585272
1365		0.868805		0.000339458
1366		0.868329		0.000733541
1367		0.868579		0.00025752
1368		0.869036		0.000124858
1369		0.869055		0.00282101
1370		0.869594		0.000456512
1371		0.870315		0.000464316
1372		0.873023		0.00049553
1373		0.873971		0.00066721
1374		0.873694		0.000955945
1375		0.872469		0.00563812
1376		0.870885		0.00156853
1377		0.87051		0.00154902
1378		0.87179		0.00470169
1379		0.871728		0.00296148
1380		0.872036		0.00305902
1381		0.872738		0.0113933
1382		0.872719		0.00263372
1383		0.873082		0.00285613
1384		0.874085		0.00335556
1385		0.874432		0.033302
1386		0.87053		0.00323851
1387		0.871228		0.00621559
1388		0.871509		0.00315657
1389		0.871954		0.0112958
1390		0.872536		0.00130711
1391		0.872801		0.00403057
1392		0.873296		0.00705838
1393		0.874596		0.00142416
1394		0.874877		0.00119786
1395		0.875278		0.00153732
1396		0.876375		0.00147098
1397		0.878033		0.000889614
1398		0.87838		0.00105739
1399		0.878934		0.000362869
1400		0.8792		0.000573567
1401		0.879176		1.56073e-05
1402		0.879266		1.17054e-05
1403		0.879461		0
1404		0.879547		0.000226305
1405		0.880148		0
1406		0.881065		3.90181e-05
1407		0.880831		2.34109e-05
1408		0.881135		0.00587223
1409		0.881233		0.000316047
1410		0.882025		0.00697254
1411		0.881311		0.00832257
1412		0.881771		0.00351554
1413		0.882153		0.0025869
1414		0.881588		0.00307463
1415		0.882056		0.00307463
1416		0.882208		0.00370672
1417		0.883199		0.00649652
1418		0.881631		0.00419055
1419		0.881365		0.00349993
1420		0.88119		0.010215
1421		0.881041		0.00869715
1422		0.882719		0.0081626
1423		0.88229		0.0127589
1424		0.881986		0.00915756
1425		0.881151		0.0197705
1426		0.880339		0.0250614
1427		0.880238		0.0290919
1428		0.881373		0.0389713
1429		0.881443		0.042639
1430		0.880382		0.0384719
1431		0.880659		0.0486751
1432		0.880074		0.0300518
1433		0.880039		0.0751138
1434		0.879418		0.0652579
1435		0.879282		0.261355
1436		0.883753		0.106188
1437		0.883796		0.105567
1438		0.881517		0.101865
1439		0.881408		0.145202
1440		0.880206		0.254601
1441		0.879965		0.13512
1442		0.878689		0.173986
1443		0.878927		0.20726
1444		0.878408		0.118338
1445		0.877561		0.245541
1446		0.8773		0.281036
1447		0.878423		0.240812
1448		0.877916		0.292503
1449		0.877292		0.333324
1450		0.877499		0.285847
1451		0.876484		0.317682
1452		0.875989		0.331486
1453		0.87433		0.332333
1454		0.87476		0.381457
1455		0.873854		0.35725
1456		0.873292		0.375405
1457		0.873433		0.324857
1458		0.873086		0.373322
1459		0.873878		0.36036
1460		0.875704		0.491711
1461		0.876761		0.431018
1462		0.878279		0.0175465
1463		0.878954		0.433757
1464		0.879805		0.498422
1465		0.878942		0.482323
1466		0.87847		0.559571
1467		0.878552		0.581963
1468		0.878572		0.569809
1469		0.877284		0.661256
1470		0.87689		0.689751
1471		0.879387		0.403311
1472		0.880741		0.703181
1473		0.880144		0.64909
1474		0.879375		0.550331
1475		0.877518		0.673402
1476		0.878455		0.62548
1477		0.876422		0.540815
1478		0.877815		0.654892
1479		0.878123		0.613791
1480		0.877581		0.595944
1481		0.87666		0.669126
1482		0.876254		0.675451
1483		0.875571		0.676419
1484		0.87808		0.729909
1485		0.87822		0.607712
1486		0.878685		0.644876
1487		0.878669		0.585284
1488		0.880179		0.657358
1489		0.880148		0.639718
1490		0.881209		0.717696
1491		0.883106		0.687071
1492		0.883425		0.648119
1493		0.882727		0.691519
1494		0.88421		0.633936
1495		0.883027		0.620833
1496		0.883398		0.674343
1497		0.88277		0.688081
1498		0.880776		0.648435
1499		0.880604		0.638879
1500		0.881498		0.675798
1501		0.879528		0.635535
1502		0.879879		0.69608
1503		0.878529		0.650799
1504		0.878302		0.547842
1505		0.879375		0.681296
1506		0.878931		0.410217
1507		0.87936		0.589283
1508		0.878217		0.334569
1509		0.881244		0.545138
1510		0.880846		0.470906
1511		0.882754		0.154793
1512		0.883145		0.624006
1513		0.882692		0.58892
1514		0.883129		0.518212
1515		0.881798		0.0552653
1516		0.881779		0.384969
1517		0.882988		0.140301
1518		0.882797		0.0224784
1519		0.883106		0.241253
1520		0.883804		0.0934251
1521		0.886781		0.227429
1522		0.886192		0.630557
1523		0.887725		0.140083
1524		0.887811		0.0743413
1525		0.888275		0.46336
1526		0.886426		0.205934
1527		0.888338		0.134168
1528		0.892084		0.219399
1529		0.891818		0.4071
1530		0.890437		0.0913454
1531		0.889684		0.295742
1532		0.887733		0.512804
1533		0.885802		0.545388
1534		0.885392		0.183612
1535		0.888705		0.23652
1536		0.881545		0.484176
1537		0.88167		0.21259
1538		0.882044		0.307619
1539		0.880448		0.351436
1540		0.884175		0.20682
1541		0.884577		0.328806
1542		0.88458		0.428486
1543		0.879227		0.556941
1544		0.88069		0.251819
1545		0.878603		0.558182
1546		0.873429		0.201096
1547		0.870733		0.271582
1548		0.871213		0.137422
1549		0.869032		0.39683
1550		0.860713		0.165515
1551		0.846834		0.166857
1552		0.84191		0.144071
1553		0.841637		0.0957271
1554		0.840057		0.151215
1555		0.836015		0.455783
1556		0.835308		0.364925
1557		0.835246		0.295999
1558		0.83578		0.421029
1559		0.835441		0.0797609
1560		0.841208		0.270817
1561		0.834801		0.515679
1562		0.837404		0.335829
1563		0.841138		0.169206
1564		0.84207		0.355939
1565		0.843881		0.103925
1566		0.847513		0.16308
1567		0.848723		0.0639195
1568		0.848243		0.132603
1569		0.853643		0.0816533
1570		0.856167		0.111615
1571		0.856281		0.109598
1572		0.859453		0.113601
1573		0.860299		0.0976117
1574		0.862367		0.0933041
1575		0.864997		0.111537
1576		0.867549		0.0620271
1577		0.867065		0.1758
1578		0.865231		0.136107
1579		0.868981		0.0597875
1580		0.869715		0.0330172
1581		0.872649		0.148593
1582		0.874479		0.503666
1583		0.874592		0.216363
1584		0.874346		0.172928
1585		0.876574		0.113777
1586		0.871092		0.15608
1587		0.872251		0.160185
1588		0.871322		0.580231
1589		0.868634		0.17868
1590		0.866995		0.225923
1591		0.866004		0.366821
1592		0.865251		0.202418
1593		0.863667		0.190627
1594		0.86243		0.118209
1595		0.863093		0.182675
1596		0.861033		0.100956
1597		0.858208		0.225189
1598		0.860093		0.134538
1599		0.858454		0.220616
1600		0.854064		0.270564
1601		0.854103		0.190241
1602		0.850728		0.236988
1603		0.849515		0.258136
1604		0.847985		0.21307
1605		0.847782		0.241577
1606		0.849374		0.254562
1607		0.850838		0.216445
1608		0.851013		0.222439
1609		0.851392		0.226056
1610		0.853401		0.237578
1611		0.844314		0.218841
1612		0.848266		0.245857
1613		0.849776		0.228799
1614		0.852718		0.257477
1615		0.852031		0.154964
1616		0.852402		0.326574
1617		0.854642		0.332797
1618		0.853631		0.216715
1619		0.853631		0.478979
1620		0.852866		0.381605
1621		0.854306		0.429769
1622		0.853214		0.37624
1623		0.852824		0.322352
1624		0.853405		0.317768
1625		0.853241		0.460242
1626		0.849913		0.374324
1627		0.847775		0.2952
1628		0.847642		0.471827
1629		0.845902		0.415594
1630		0.848738		0.302437
1631		0.849023		0.426702
1632		0.850955		0.379331
1633		0.851934		0.414486
1634		0.854193		0.382604
1635		0.854154		0.350847
1636		0.836896		0.133212
1637		0.840115		0.352447
1638		0.83969		0.478242
1639		0.839589		0.402023
1640		0.838679		0.422738
1641		0.841305		0.377844
1642		0.845149		0.134199
1643		0.84676		0.159967
1644		0.84905		0.0914624
1645		0.850592		0.110238
1646		0.851758		0.162417
1647		0.853854		0.248581
1648		0.853307		0.0876348
1649		0.853545		0.268773
1650		0.856242		0.397642
1651		0.856924		0.143138
1652		0.856405		0.301825
1653		0.856288		0.320437
1654		0.858512		0.0855668
1655		0.857787		0.201919
1656		0.856113		0.351717
1657		0.856823		0.0870456
1658		0.858715		0.19808
1659		0.866129		0.24949
1660		0.8703		0.105322
1661		0.866238		0.202293
1662		0.869375		0.11755
1663		0.872676		0.138042
1664		0.872707		0.172035
1665		0.870827		0.170619
1666		0.87403		0.160021
1667		0.876231		0.255424
1668		0.877471		0.159303
1669		0.879754		0.174353
1670		0.882232		0.0859375
1671		0.884943		0.127141
1672		0.885915		0.1321
1673		0.888954		0.145066
1674		0.888517		0.158121
1675		0.888615		0.222481
1676		0.889068		0.281578
1677		0.884857		0.329106
1678		0.88609		0.335498
1679		0.884514		0.335459
1680		0.88021		0.368339
1681		0.876258		0.361499
1682		0.875458		0.357422
1683		0.864853		0.436605
1684		0.860444		0.403701
1685		0.857116		0.400982
1686		0.82791		0.412164
1687		0.82903		0.396963
1688		0.829764		0.222571
1689		0.826802		0.209734
1690		0.822237		0.15944
1691		0.822019		0.303483
1692		0.826412		0.379643
1693		0.82601		0.230582
1694		0.825924		0.338069
1695		0.825565		0.287146
1696		0.826861		0.256185
1697		0.827395		0.374976
1698		0.827715		0.303417
1699		0.824208		0.119981
1700		0.824395		0.290662
1701		0.825546		0.34057
1702		0.825725		0.139529
1703		0.821402		0.407388
1704		0.822163		0.356037
1705		0.822545		0.192656
1706		0.825515		0.442224
1707		0.822936		0.296866
1708		0.821184		0.268203
1709		0.819272		0.295726
1710		0.819401		0.468467
1711		0.81027		0.196433
1712		0.811265		0.236875
1713		0.812549		0.331065
1714		0.815698		0.243118
1715		0.816669		0.301786
1716		0.817177		0.420448
1717		0.81791		0.261515
1718		0.817586		0.299683
1719		0.817262		0.410397
1720		0.816338		0.267754
1721		0.816669		0.313846
1722		0.814816		0.351171
1723		0.815764		0.332041
1724		0.813361		0.47363
1725		0.812327		0.390057
1726		0.808191		0.345416
1727		0.807758		0.409125
1728		0.809939		0.33144
1729		0.811363		0.321978
1730		0.811363		0.360469
1731		0.793258		0.371543
1732		0.762528		0.315622
1733		0.738742		0.365128
1734		0.698741		0.411357
1735		0.690586		0.0963202
1736		0.657315		0.377333
1737		0.654444		0.362061
1738		0.64403		0.329532
1739		0.644603		0.372803
1740		0.645606		0.413557
1741		0.629648		0.417923
1742		0.62779		0.420112
1743		0.624989		0.444881
1744		0.609077		0.371106
1745		0.605772		0.457972
1746		0.602862		0.409347
1747		0.601086		0.475077
1748		0.569657		0.392538
1749		0.561534		0.308009
1750		0.551732		0.286998
1751		0.54879		0.313893
1752		0.542887		0.313811
1753		0.527432		0.254032
1754		0.522972		0.333695
1755		0.518122		0.379315
1756		0.515426		0.0402316
1757		0.510962		0.359775
1758		0.508801		0.334768
1759		0.507213		0.0823127
1760		0.509019		0.217015
1761		0.505394		0.264804
1762		0.503795		0.0196378
1763		0.503666		0.0659212
1764		0.500579		0.138206
1765		0.497103		0.0611492
1766		0.495175		0.131035
1767		0.503525		0.227433
1768		0.505305		0.0526199
1769		0.506299		0.0640015
1770		0.505043		0.307654
1771		0.50413		0.0483747
1772		0.514345		0.128335
1773		0.518719		0.340016
1774		0.516331		0.0906782
1775		0.51472		0.372225
1776		0.525231		0.337932
1777		0.524283		0.175024
1778		0.525414		0.108026
1779		0.525344		0.186257
1780		0.52227		0.192254
1781		0.521559		0.371589
1782		0.517587		0.387321
1783		0.513487		0.414981
1784		0.511797		0.174864
1785		0.502351		0.350219
1786		0.503412		0.386803
1787		0.501106		0.40305
1788		0.493521		0.41598
1789		0.488055		0.433835
1790		0.485608		0.421802
1791		0.479471		0.43943
1792		0.475155		0.423277
1793		0.472412		0.441088
1794		0.466801		0.310772
1795		0.458373		0.0650393
1796		0.452969		0.31822
1797		0.443859		0.219645
1798		0.438361		0.0749305
1799		0.436703		0.0805803
1800		0.425903		0.136696
1801		0.421334		0.101155
1802		0.415836		0.0941391
1803		0.415922		0.105489
1804		0.410697		0.0284989
1805		0.410182		0.178559
1806		0.407041		0.130442
1807		0.39793		0.0743725
1808		0.396272		0.120102
1809		0.388691		0.139143
1810		0.384575		0.0846421
1811		0.376884		0.129041
1812		0.377649		0.154711
1813		0.375511		0.0656051
1814		0.372225		0.17914
1815		0.371176		0.256603
1816		0.365323		0.0687227
1817		0.362022		0.0789025
1818		0.355697		0.0758786
1819		0.350441		0.0748173
1820		0.346446		0.14029
1821		0.336044		0.0887039
1822		0.328306		0.084326
1823		0.324381		0.176319
1824		0.315228		0.0688865
1825		0.309691		0.0363142
1826		0.307459		0.161875
1827		0.30312		0.0964529
1828		0.299784		0.047688
1829		0.300888		0.106453
1830		0.293799		0.157867
1831		0.292371		0.0528696
1832		0.290908		0.128627
1833		0.290127		0.122833
1834		0.28802		0.0253189
1835		0.285289		0.136825
1836		0.2863		0.16772
1837		0.284969		0.0284013
1838		0.281797		0.210585
1839		0.2758		0.152986
1840		0.273349		0.0852937
1841		0.272655		0.152116
1842		0.263466		0.0921179
1843		0.257555		0.118127
1844		0.255709		0.240793
1845		0.249736		0.118639
1846		0.246665		0.117811
1847		0.243664		0.0699751
1848		0.235588		0.165952
1849		0.226325		0.240516
1850		0.222677		0.0872563
1851		0.216672		0.158972
1852		0.205056		0.277856
1853		0.200452		0.0996328
1854		0.1944		0.216289
1855		0.186448		0.0443558
1856		0.181844		0.0904441
1857		0.174965		0.0678877
1858		0.177256		0.0241405
1859		0.177057		0.116594
1860		0.17573		0.113992
1861		0.173073		0.0496545
1862		0.171614		0.0974673
1863		0.167177		0.105521
1864		0.160688		0.0763468
1865		0.157945		0.0442466
1866		0.154375		0.0594988
1867		0.152939		0.0397556
1868		0.154492		0.0536578
1869		0.159779		0.0536617
1870		0.167072		0.0487883
1871		0.17074		0.0706267
1872		0.177568		0.0829487
1873		0.181376		0.073518
1874		0.183935		0.129739
1875		0.18996		0.150953
1876		0.194537		0.0932495
1877		0.195344		0.143548
1878		0.205829		0.160692
1879		0.217752		0.111814
1880		0.223863		0.139474
1881		0.237823		0.177291
1882		0.253548		0.138795
1883		0.259014		0.177416
1884		0.276393		0.205778
1885		0.291181		0.204576
1886		0.297385		0.281949
1887		0.311806		0.293569
1888		0.32753		0.206254
1889		0.3354		0.302699
1890		0.35025		0.284349
1891		0.367691		0.246915
1892		0.372697		0.317678
1893		0.386284		0.312769
1894		0.398543		0.256954
1895		0.404076		0.325973
1896		0.410814		0.328256
1897		0.412668		0.168266
1898		0.415715		0.0611922
1899		0.417229		0.207955
1900		0.42499		0.137558
1901		0.43142		0.327351
1902		0.454636		0.384169
1903		0.473754		0.0856956
1904		0.479061		0.358159
1905		0.494629		0.447593
1906		0.520065		0.254332
1907		0.528914		0.405473
1908		0.544881		0.413206
1909		0.554772		0.354414
1910		0.554054		0.34718
1911		0.544311		0.432867
1912		0.543012		0.359135
1913		0.543718		0.395496
1914		0.532781		0.448611
1915		0.52607		0.308243
1916		0.521446		0.440425
1917		0.518863		0.418493
1918		0.51161		0.426394
1919		0.509241		0.417795
1920		0.50285		0.419078
1921		0.495179		0.466899
1922		0.490993		0.447464
1923		0.483806		0.420003
1924		0.477048		0.473832
1925		0.456516		0.414529
1926		0.445669		0.432157
1927		0.436488		0.456083
1928		0.425778		0.435041
1929		0.412898		0.415126
1930		0.400697		0.43849
1931		0.397579		0.423608
1932		0.38697		0.394142
1933		0.362845		0.40564
1934		0.36066		0.396221
1935		0.352818		0.41472
1936		0.342841		0.375397
1937		0.341904		0.379432
1938		0.337975		0.37649
1939		0.333886		0.35638
1940		0.335224		0.379311
1941		0.333262		0.353883
1942		0.328907		0.366556
1943		0.337097		0.340316
1944		0.331034		0.323101
1945		0.321322		0.330694
1946		0.319754		0.305169
1947		0.30815		0.30966
1948		0.298325		0.291883
1949		0.295481		0.291267
1950		0.28312		0.273658
1951		0.271949		0.310971
1952		0.263704		0.261468
1953		0.250294		0.254117
1954		0.236462		0.247199
1955		0.230156		0.222251
1956		0.217975		0.205985
1957		0.199785		0.177833
1958		0.190397		0.162058
1959		0.177185		0.17049
1960		0.165226		0.299187
1961		0.148995		0.151426
1962		0.140567		0.135779
1963		0.124893		0.121046
1964		0.119037		0.123816
1965		0.10339		0.0887195
1966		0.0892072		0.0865696
1967		0.0816455		0.0888989
1968		0.069901		0.0819069
1969		0.0599475		0.0710247
1970		0.053131		0.0698854
1971		0.0420928		0.0685939
1972		0.0335673		0.0442154
1973		0.0296148		0.0474149
1974		0.0225837		0.0417455
1975		0.0175191		0.0425766
1976		0.0160833		0.0329742
1977		0.0134222		0.0180264
1978		0.0142572		0.0206796
1979		0.014027		0.017406
1980		0.0145538		0.0225291
1981		0.0150103		0.0167973
1982		0.0146864		0.0124858
1983		0.0148854		0.0331615
1984		0.0145577		0.0262436
1985		0.0140543		0.0950755
1986		0.0132193		0.0355377
1987		0.0130321		0.0348315
1988		0.0130008		0.0236606
1989		0.0127589		0.0171953
1990		0.0129618		0.0198134
1991		0.0128838		0.0175504
1992		0.0133793		0.0164305
1993		0.0124312		0.0314447
1994		0.0120254		0.0261578
1995		0.0127472		0.0260992
1996		0.0128643		0.0334815
1997		0.0128409		0.0253501
1998		0.0133988		0.0290334
1999		0.0138905		0.0124273
2000		0.0138007		0.00767487
2001		0.013473		0.00289124
2002		0.0157945		0.00433492
2003		0.0217292		0.0219906
2004		0.0363922		0.0291622
2005		0.053529		0.0226227
2006		0.0631158		0.0295133
2007		0.083491		0.0438759
2008		0.103012		0.0477075
2009		0.113952		0.0651564
2010		0.135331		0.08401
2011		0.156818		0.0918253
2012		0.167837		0.119044
2013		0.192941		0.138967
2014		0.214795		0.141253
2015		0.228264		0.167197
2016		0.250426		0.19696
2017		0.269826		0.18081
2018		0.280552		0.223242
2019		0.297595		0.205801
2020		0.312375		0.223215
2021		0.318458		0.262495
2022		0.33252		0.299593
2023		0.344702		0.306601
2024		0.353586		0.353988
2025		0.368546		0.393549
2026		0.383794		0.38095
2027		0.391059		0.41788
2028		0.409503		0.428372
2029		0.427214		0.41449
2030		0.435056		0.414935
2031		0.436995		0.44476
2032		0.432516		0.420885
2033		0.431408		0.431264
2034		0.426312		0.422457
2035		0.423093		0.394747
2036		0.41939		0.400943
2037		0.417362		0.389877
2038		0.398773		0.389885
2039		0.390868		0.397388
2040		0.380431		0.381707
2041		0.367266		0.377711
2042		0.352728		0.357398
2043		0.344659		0.346189
2044		0.326871		0.344628
2045		0.323808		0.32117
2046		0.314545		0.313004
2047		0.30401		0.321377
2048		0.303226		0.307576
2049		0.295832		0.302886
2050		0.287544		0.295442
2051		0.283358		0.295824
2052		0.276604		0.27891
2053		0.264496		0.254707
2054		0.258796		0.240137
2055		0.246165		0.268722
2056		0.234956		0.251757
2057		0.229372		0.252908
2058		0.215263		0.251788
2059		0.207982		0.225459
2060		0.203433		0.241518
2061		0.183264		0.217097
2062		0.168359		0.197444
2063		0.162737		0.204471
2064		0.147855		0.185968
2065		0.128768		0.186456
2066		0.12357		0.157707
2067		0.112115		0.142822
2068		0.104853		0.13368
2069		0.101498		0.133828
2070		0.0933821		0.111568
2071		0.0813801		0.140976
2072		0.0760425		0.0875801
2073		0.0678135		0.0652696
2074		0.0635372		0.0689763
2075		0.0589369		0.0465486
2076		0.0502632		0.0380778
2077		0.0431424		0.0553628
2078		0.039619		0.0479533
2079		0.0318388		0.0361659
2080		0.0257871		0.0332981
2081		0.0233407		0.0132779
2082		0.0194857		0.0047251
2083		0.0185882		0.0115923
2084		0.0185492		0.00254008
2085		0.0184205		0.0129306
2086		0.0188458		0.0403331
2087		0.018241		0.000522843
2088		0.0179562		0.00179874
2089		0.0175933		3.90181e-06
2090		0.0172772		3.90181e-06
2091		0.0166334		0
2092		0.0163954		0
2093		0.0165437		0.000870105
2094		0.0162159		0
2095		0.0165086		0
2096		0.0167115		0.00381207
2097		0.0173904		0.000760854
2098		0.0167427		0
2099		0.0164032		0.00138514
2100		0.0174333		0.00538841
2101		0.0213663		0.00763585
2102		0.0241093		0.0113465
2103		0.0313862		0.0154044
2104		0.0388192		0.0188692
2105		0.0425103		0.0233407
2106		0.0497911		0.0317647
2107		0.0591047		0.0370672
2108		0.0639859		0.0418157
2109		0.0740135		0.0513635
2110		0.0863589		0.0676692
2111		0.0933392		0.0618125
2112		0.106114		0.0653125
2113		0.11794		0.0751607
2114		0.124429		0.0810992
2115		0.13901		0.0820435
2116		0.151145		0.100671
2117		0.157466		0.0993948
2118		0.170064		0.118459
2119		0.184056		0.111436
2120		0.190354		0.132841
